candidate_id,seed_idx,seed_dir,seed_file,strategy,alpha,global_index,group,source_file,true_label,reconstruction_error,classifier_attack_probability,prototype_attack_probability,distance_to_normal_prototype,distance_to_attack_prototype,latent_norm,pred_classifier,pred_prototype,pred_recon_90,pred_recon_95,pred_recon_99,pred_latent_dist_90,pred_latent_dist_95,pred_latent_dist_99,pred_or95,pred_or90,pred_or95_with_latent,d3_attack_score
10058,335,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,median_pull,0.1,20071,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0571720525622367,0.999987244606018,0.9989804625511168,3.0669493675231934,1.6894575357437134,5.026932239532471,1,1,0,0,0,1,1,1,1,1,1,0.8986064396411672
13121,437,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.8,23134,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0625911951065063,0.9999871253967284,0.998960256576538,3.0632331371307373,1.6896812915802002,5.0236005783081055,1,1,0,0,0,1,1,1,1,1,1,0.8986108819337664
7281,242,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.5,17294,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0677216574549675,0.999987006187439,0.998935043811798,3.0597119331359863,1.690961480140686,5.026617527008057,1,1,0,0,0,1,1,1,1,1,1,0.8986125571518095
10063,335,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_mean,0.5,20076,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0623878203332424,0.999987244606018,0.9989631175994872,3.0634422302246094,1.6893360614776611,5.02621603012085,1,1,0,0,0,1,1,1,1,1,1,0.8986138439586342
8831,294,data/attack/AdaptiveMimic_v5_constrained_test,window2.csv,blend_mean,0.9,18844,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0588290505111217,0.9999871253967284,0.9989832043647766,3.0659334659576416,1.6879031658172607,5.024261474609375,1,1,0,0,0,1,1,1,1,1,1,0.8986152094319402
12361,412,data/attack/AdaptiveMimic_v5_constrained_test,window2.csv,blend_mean,0.9,22374,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0599128603935241,0.999987244606018,0.9989801049232484,3.0652763843536377,1.6878749132156372,5.026382446289063,1,1,0,0,0,1,1,1,1,1,1,0.8986193055761171
9941,331,data/attack/AdaptiveMimic_v5_constrained_test,window2.csv,blend_mean,0.97,19954,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.057850245386362,0.9999871253967284,0.9989921450614928,3.0667171478271484,1.6869349479675293,5.022883892059326,1,1,0,0,0,1,1,1,1,1,1,0.8986201356311523
4891,163,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.8,14904,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0574604570865631,0.999987006187439,0.99897038936615,3.0673322677612305,1.6918277740478516,5.022216796875,1,1,0,0,0,1,1,1,1,1,1,0.8986216800067033
1481,49,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.2,11494,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0598086453974247,0.9999868869781494,0.9989388585090636,3.0660173892974854,1.696540117263794,5.025387763977051,1,1,0,0,0,1,1,1,1,1,1,0.8986239791621748
1093,36,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,masked_blend_mean,0.65,11106,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0588630624115467,0.999987006187439,0.9989595413208008,3.066598653793335,1.69318950176239,5.024168014526367,1,1,0,0,0,1,1,1,1,1,1,0.8986279432994198
7423,247,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,masked_blend_mean,0.65,17436,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0640640780329704,0.99998676776886,0.9989268183708192,3.0630970001220703,1.695879340171814,5.025356769561768,1,1,0,0,0,1,1,1,1,1,1,0.898628917663875
5851,195,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.5,15864,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0659682229161262,0.999987244606018,0.998935043811798,3.0616021156311035,1.692855715751648,5.029577732086182,1,1,0,0,0,1,1,1,1,1,1,0.8986307278174642
11351,378,data/attack/FeatureGuideHumanMimic,window2.csv,blend_mean,0.97,21364,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0774951800704002,0.9999871253967284,0.998914361000061,3.053382873535156,1.6884880065917969,5.029517650604248,1,1,0,0,0,1,1,1,1,1,1,0.8986390230002232
4578,152,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,median_pull,0.1,14591,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0668836459517479,0.9999864101409912,0.9989122152328492,3.0616583824157715,1.6971650123596191,5.018230438232422,1,1,0,0,0,1,1,1,1,1,1,0.8986454098429799
4568,152,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,median_pull,0.1,14581,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.067290112376213,0.9999864101409912,0.9989114999771118,3.061407327651977,1.6970314979553225,5.017843246459961,1,1,0,0,0,1,1,1,1,1,1,0.8986469580618531
10831,361,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.97,20844,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0609913431107997,0.999987006187439,0.9989759922027588,3.0656065940856934,1.6890051364898682,5.021744728088379,1,1,0,0,0,1,1,1,1,1,1,0.8986545109770808
5551,185,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.5,15564,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0766724422574043,0.9999868869781494,0.9988983869552612,3.054934501647949,1.692951202392578,5.026532173156738,1,1,0,0,0,1,1,1,1,1,1,0.8986624212539488
3931,131,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.8,13944,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0852231010794639,0.99998676776886,0.9989124536514282,3.0483901500701904,1.6838326454162598,5.022404670715332,1,1,0,0,0,1,1,1,1,1,1,0.8986659228730249
13753,458,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,masked_blend_mean,0.8,23766,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0595558173954486,0.999987244606018,0.9989726543426514,3.0672333240509038,1.6912777423858645,5.028045654296875,1,1,0,0,0,1,1,1,1,1,1,0.8986706209128555
7431,247,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.2,17444,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0662482380867004,0.99998676776886,0.998920440673828,3.0629022121429443,1.6968839168548584,5.024083614349365,1,1,0,0,0,1,1,1,1,1,1,0.8986733869037421
10073,335,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_mean,0.35,20086,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0637711212038993,0.9999873638153076,0.9989743232727052,3.064223051071167,1.687943696975708,5.028449535369873,1,1,0,0,0,1,1,1,1,1,1,0.898677265327341
4448,148,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,median_pull,0.35,14461,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0745485201478004,0.9999868869781494,0.9989162683486938,3.0568437576293945,1.6915971040725708,5.024755954742432,1,1,0,0,0,1,1,1,1,1,1,0.8986792235960561
10050,335,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_ref,0.1,20063,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0630126819014549,0.999987244606018,0.9989711046218872,3.064995527267456,1.68934166431427,5.024722099304199,1,1,0,0,0,1,1,1,1,1,1,0.8986822960777033
6161,205,data/attack/FeatureGuideHumanMimic,window2.csv,blend_mean,0.97,16174,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0754161849617958,0.9999871253967284,0.998913049697876,3.0565576553344727,1.6918951272964478,5.029167652130127,1,1,0,0,0,1,1,1,1,1,1,0.8986899903008684
14281,476,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.8,24294,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0782142803072929,0.999987244606018,0.998921513557434,3.054362773895264,1.688145637512207,5.031646728515625,1,1,0,0,0,1,1,1,1,1,1,0.8986910268449257
11518,383,data/attack/AdaptiveMimic_v5_constrained_test,window4.csv,median_pull,0.8,21531,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0644451677799224,0.9999866485595704,0.998929798603058,3.0648303031921387,1.697055101394653,5.024567127227783,1,1,0,0,0,1,1,1,1,1,1,0.8986951671477484
1493,49,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,masked_blend_mean,0.65,11506,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0627922862768173,0.99998676776886,0.9989383816719056,3.066006898880005,1.6966221332550049,5.024771213531494,1,1,0,0,0,1,1,1,1,1,1,0.898696201580879
7268,242,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,median_pull,0.5,17281,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0657761543989181,0.9999868869781494,0.9989381432533264,3.063833951950073,1.694494605064392,5.02561092376709,1,1,0,0,0,1,1,1,1,1,1,0.8986989961502907
13751,458,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.2,23764,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0583425983786582,0.9999871253967284,0.9989748001098632,3.069077491760254,1.692708969116211,5.027649402618408,1,1,0,0,0,1,1,1,1,1,1,0.8987012061591854
4468,148,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,median_pull,0.35,14481,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0751874670386314,0.99998676776886,0.9989179372787476,3.057029962539673,1.691473364830017,5.024507999420166,1,1,0,0,0,1,1,1,1,1,1,0.8987014285061086
13141,438,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.9,23154,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.076111190021038,0.9999871253967284,0.9989196062088012,3.056521415710449,1.690656065940857,5.029114246368408,1,1,0,0,0,1,1,1,1,1,1,0.8987084037072381
9841,328,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.97,19854,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0734283402562141,0.9999871253967284,0.9989368319511414,3.058527946472168,1.689430832862854,5.026804447174072,1,1,0,0,0,1,1,1,1,1,1,0.8987144383085647
10053,335,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_mean,0.35,20066,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0641292631626129,0.999987244606018,0.9989632368087769,3.065274715423584,1.6911567449569702,5.028886318206787,1,1,0,0,0,1,1,1,1,1,1,0.8987153816546161
13678,455,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,median_pull,0.5,23691,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0572436302900314,0.999987006187439,0.9989792704582214,3.070353507995605,1.6931140422821045,5.025292873382568,1,1,0,0,0,1,1,1,1,1,1,0.8987172162288051
3031,101,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.9,13044,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0838664919137954,0.99998676776886,0.9989182949066162,3.051231861114502,1.6856179237365725,5.022387027740479,1,1,0,0,0,1,1,1,1,1,1,0.898726653066062
1103,36,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,masked_blend_mean,0.9,11116,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0640538707375526,0.999987006187439,0.998955249786377,3.0658071041107178,1.6932055950164795,5.023225784301758,1,1,0,0,0,1,1,1,1,1,1,0.8987273931592121
5261,175,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.35,15274,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0627325251698494,0.999987006187439,0.9989567995071412,3.066910982131958,1.6940321922302246,5.026520252227783,1,1,0,0,0,1,1,1,1,1,1,0.8987313145225808
5191,173,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.9,15204,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0672343522310257,0.999987244606018,0.9989620447158812,3.063527822494507,1.6896332502365112,5.029073715209961,1,1,0,0,0,1,1,1,1,1,1,0.8987344223359442
5251,175,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.35,15264,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0631679818034172,0.999987006187439,0.998954176902771,3.066835641860962,1.6944411993026731,5.026293277740479,1,1,0,0,0,1,1,1,1,1,1,0.8987384645815404
3941,131,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.8,13954,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0836054384708404,0.99998676776886,0.99892657995224,3.051851987838745,1.6846826076507568,5.020238876342773,1,1,0,0,0,1,1,1,1,1,1,0.8987435636579667
4453,148,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_mean,0.9,14466,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0786439552903175,0.99998676776886,0.9989203214645386,3.055725336074829,1.6897287368774414,5.023983001708984,1,1,0,0,0,1,1,1,1,1,1,0.8987447131293042
13763,458,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,masked_blend_mean,0.35,23776,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.06091945245862,0.9999871253967284,0.9989725351333618,3.0686209201812744,1.6926950216293335,5.026220321655273,1,1,0,0,0,1,1,1,1,1,1,0.8987484733383162
10941,364,data/attack/FeatureGuideHumanMimic,window4.csv,blend_mean,0.9,20954,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0805969163775444,0.9999871253967284,0.9989180564880372,3.054422616958618,1.6888439655303955,5.028490543365479,1,1,0,0,0,1,1,1,1,1,1,0.8987496576164681
10601,353,data/attack/FeatureGuideHumanMimic,window2.csv,blend_mean,0.9,20614,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0636985898017883,0.999987244606018,0.9989816546440125,3.0665030479431152,1.6887773275375366,5.026633262634277,1,1,0,0,0,1,1,1,1,1,1,0.8987517890298263
1891,63,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.8,11904,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.078379288315773,0.9999871253967284,0.9989159107208252,3.0562996864318848,1.6911112070083618,5.029929637908936,1,1,0,0,0,1,1,1,1,1,1,0.8987551264377098
13741,458,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.1,23754,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0613786354660987,0.9999871253967284,0.9989749193191528,3.068697690963745,1.6923041343688965,5.027923107147217,1,1,0,0,0,1,1,1,1,1,1,0.8987631025046001
2131,71,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.8,12144,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0868023037910461,0.9999871253967284,0.9989056587219238,3.05037260055542,1.6870688199996948,5.029475212097168,1,1,0,0,0,1,1,1,1,1,1,0.898765707826487
5571,185,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.5,15584,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0771650820970535,0.9999868869781494,0.9989160299301147,3.0576164722442627,1.6924021244049072,5.027154922485352,1,1,0,0,0,1,1,1,1,1,1,0.8987678492931801
1101,36,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.1,11114,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0686471164226532,0.99998676776886,0.9989286065101624,3.063936233520508,1.6963826417922974,5.022878170013428,1,1,0,0,0,1,1,1,1,1,1,0.8987684762216794
13673,455,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_mean,0.5,23686,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0686418116092681,0.9999873638153076,0.9989769458770752,3.063360929489136,1.6865776777267456,5.0272722244262695,1,1,0,0,0,1,1,1,1,1,1,0.8987693980183307
13161,438,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.8,23174,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.079671710729599,0.9999871253967284,0.998916745185852,3.055782556533813,1.6904397010803225,5.028550624847412,1,1,0,0,0,1,1,1,1,1,1,0.89877034444354
771,25,data/attack/AdaptiveMimic_v5_constrained_test,window2.csv,blend_mean,0.9,10784,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0821541100740432,0.999987244606018,0.9989125728607178,3.053993463516236,1.6894277334213257,5.0317463874816895,1,1,0,0,0,1,1,1,1,1,1,0.8987716888476349
13668,455,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,median_pull,0.2,23681,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0639689862728118,0.999987244606018,0.998978853225708,3.06715726852417,1.6900023221969604,5.026782035827637,1,1,0,0,0,1,1,1,1,1,1,0.8987783297268981
1588,52,data/attack/AdaptiveMimic_v5_constrained_test,window4.csv,median_pull,0.9,11601,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0615540817379951,0.99998676776886,0.9989470839500428,3.06960129737854,1.6985869407653809,5.024799346923828,1,1,0,0,0,1,1,1,1,1,1,0.8987851992766245
10851,361,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.65,20864,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0673419013619422,0.9999873638153076,0.998978853225708,3.0649092197418213,1.6877599954605105,5.02732515335083,1,1,0,0,0,1,1,1,1,1,1,0.8987882940797776
10611,353,data/attack/FeatureGuideHumanMimic,window2.csv,blend_mean,0.9,20624,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0648646727204322,0.9999871253967284,0.9989797472953796,3.066835641860962,1.6894928216934204,5.024359226226807,1,1,0,0,0,1,1,1,1,1,1,0.898790138405417
1131,37,data/attack/FeatureGuideHumanMimic,window2.csv,blend_mean,0.97,11144,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.077619582414627,0.9999871253967284,0.9989238381385804,3.057892084121704,1.69124174118042,5.02829122543335,1,1,0,0,0,1,1,1,1,1,1,0.8987910312241162
4881,162,data/attack/FeatureGuideHumanMimic,window2.csv,blend_mean,0.97,14894,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0849154517054557,0.9999862909317015,0.9989086389541626,3.052759885787964,1.6889071464538574,5.012570858001709,1,1,0,0,0,1,1,1,1,1,1,0.8987973912493951
10418,347,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,median_pull,0.8,20431,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0612758174538612,0.99998676776886,0.9989684820175172,3.070309638977051,1.6951677799224854,5.022840976715088,1,1,0,0,0,1,1,1,1,1,1,0.8988097753802583
10171,339,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.5,20184,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.077406421303749,0.999987006187439,0.9989081621170044,3.058906078338623,1.695148229598999,5.030280113220215,1,1,0,0,0,1,1,1,1,1,1,0.898812159505906
11311,377,data/attack/AdaptiveMimic_v5_constrained_test,window4.csv,blend_mean,0.97,21324,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.07565288990736,0.999987244606018,0.99894779920578,3.0599162578582764,1.6887683868408203,5.028212547302246,1,1,0,0,0,1,1,1,1,1,1,0.8988178493848278
13743,458,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,masked_blend_mean,0.65,23756,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0608568377792835,0.999987006187439,0.99897962808609,3.0709686279296875,1.693653583526611,5.025986671447754,1,1,0,0,0,1,1,1,1,1,1,0.8988253237058985
13111,437,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.65,23124,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0692233294248581,0.9999871253967284,0.998969793319702,3.0648653507232666,1.6894782781600952,5.022274017333984,1,1,0,0,0,1,1,1,1,1,1,0.8988290677395903
5981,199,data/attack/FeatureGuideHumanMimic,window2.csv,blend_mean,0.97,15994,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0766378343105316,0.999987244606018,0.9989468455314636,3.059619188308716,1.6886329650878906,5.027995586395264,1,1,0,0,0,1,1,1,1,1,1,0.8988319351363911
10738,357,data/attack/FeatureGuideHumanMimic,window4.csv,median_pull,0.9,20751,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0678509622812271,0.9999868869781494,0.998928964138031,3.066575527191162,1.6989675760269165,5.026888370513916,1,1,0,0,0,1,1,1,1,1,1,0.89883421814194
10052,335,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,masked_blend_ref,0.1,20065,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0685701593756675,0.999987244606018,0.9989776611328124,3.0654735565185547,1.688546895980835,5.026398658752441,1,1,0,0,0,1,1,1,1,1,1,0.8988359079562502
8288,276,data/attack/FeatureGuideHumanMimic,window4.csv,median_pull,0.9,18301,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0643956214189529,0.99998676776886,0.9989500641822816,3.069051504135132,1.6974616050720217,5.025428771972656,1,1,0,0,0,1,1,1,1,1,1,0.8988380212318932
5271,175,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_mean,0.35,15284,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0638108253479003,0.999987006187439,0.9989713430404664,3.0693254470825195,1.6936380863189695,5.025405883789063,1,1,0,0,0,1,1,1,1,1,1,0.8988411796378171
13750,458,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_ref,0.1,23763,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0617005452513694,0.9999871253967284,0.9989664554595948,3.071011543273926,1.6962649822235107,5.029322147369385,1,1,0,0,0,1,1,1,1,1,1,0.8988420699029329
8691,289,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.9,18704,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0763154476881027,0.9999873638153076,0.9989468455314636,3.060241460800171,1.689273715019226,5.031865119934082,1,1,0,0,0,1,1,1,1,1,1,0.898844151997069
5238,174,data/attack/FeatureGuideHumanMimic,window4.csv,median_pull,0.9,15251,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0720019936561584,0.99998676776886,0.9989172220230104,3.063887119293213,1.6984719038009644,5.025237083435059,1,1,0,0,0,1,1,1,1,1,1,0.8988441975899487
7413,247,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,masked_blend_mean,0.65,17426,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0703267604112625,0.9999866485595704,0.998933970928192,3.0650665760040283,1.696520209312439,5.024499416351318,1,1,0,0,0,1,1,1,1,1,1,0.8988479497401975
5858,195,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,median_pull,0.8,15871,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0640716254711151,0.9999868869781494,0.9989535808563232,3.069629669189453,1.6973625421524048,5.024554252624512,1,1,0,0,0,1,1,1,1,1,1,0.8988501853785681
8311,277,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.9,18324,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0737269595265388,0.9999868869781494,0.9989582300186156,3.0622947216033936,1.6891359090805054,5.020612239837647,1,1,0,0,0,1,1,1,1,1,1,0.8988514662703482
5861,195,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.35,15874,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0763892382383346,0.999987244606018,0.9989303946495056,3.060669422149658,1.6927839517593384,5.0299601554870605,1,1,0,0,0,1,1,1,1,1,1,0.898853103370391
10728,357,data/attack/FeatureGuideHumanMimic,window4.csv,median_pull,0.9,20741,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0686814859509468,0.9999866485595704,0.998927891254425,3.066570520401001,1.6991652250289917,5.023619174957275,1,1,0,0,0,1,1,1,1,1,1,0.8988537965718701
8993,299,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,masked_blend_mean,0.97,19006,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0650031417608261,0.999987006187439,0.9989622831344604,3.0689470767974854,1.6950100660324097,5.027616500854492,1,1,0,0,0,1,1,1,1,1,1,0.8988544649962812
3521,117,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.9,13534,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0815462246537208,0.999987244606018,0.9989286065101624,3.0569450855255127,1.6893936395645142,5.030704498291016,1,1,0,0,0,1,1,1,1,1,1,0.8988583030737669
181,6,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.5,10194,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0737128183245658,0.9999871253967284,0.998968243598938,3.062462568283081,1.6873642206192017,5.022808074951172,1,1,0,0,0,1,1,1,1,1,1,0.8988606261572171
13658,455,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,median_pull,0.1,23671,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0689855515956878,0.999987244606018,0.998977541923523,3.0659968852996826,1.6890896558761597,5.027098178863525,1,1,0,0,0,1,1,1,1,1,1,0.8988628450302139
1470,49,data/attack/AdaptiveMimic_v7_D2_OR90_bypass_test,v7_or90_test.csv,blend_ref,0.1,11483,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0701507851481437,0.9999866485595704,0.9989369511604308,3.06571364402771,1.6966043710708618,5.021772861480713,1,1,0,0,0,1,1,1,1,1,1,0.898865681673383
6001,200,data/attack/AdaptiveMimic_v6_D1_OR90_bypass_test,v6_or90_test.csv,blend_mean,0.8,16014,AdaptiveMimic_v8_candidate,v8_candidates.csv,1,0.0787817239761352,0.999987244606018,0.9989425539970398,3.059262275695801,1.6891072988510132,5.029784202575684,1,1,0,0,0,1,1,1,1,1,1,0.8988710363835072
