group,feature,value
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,9.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,1.5
HumanMimic,burst_density,7.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,8.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,7.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,1.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,9.0
HumanMimic,burst_density,7.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,7.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,9.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,8.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,2.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,9.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,2.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,8.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,7.0
HumanMimic,burst_density,7.0
HumanMimic,burst_density,7.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,7.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,2.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,7.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,2.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,9.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,7.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,8.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,7.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,2.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,7.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,7.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,8.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,8.5
HumanMimic,burst_density,9.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,7.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,1.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,9.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,7.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,9.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,9.0
HumanMimic,burst_density,1.0
HumanMimic,burst_density,2.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,8.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,2.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,7.0
HumanMimic,burst_density,9.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,7.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,1.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,1.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,2.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,1.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,7.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,9.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,8.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,7.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,8.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,9.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,2.0
HumanMimic,burst_density,1.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,2.0
HumanMimic,burst_density,7.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,1.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,7.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,7.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,1.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,1.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,2.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,2.0
HumanMimic,burst_density,2.0
HumanMimic,burst_density,7.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,8.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,7.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,7.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,1.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,9.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,9.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,7.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,1.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,8.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,9.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,8.5
HumanMimic,burst_density,7.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,2.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,8.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,8.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,9.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,7.5
HumanMimic,burst_density,2.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,2.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,7.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,7.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,1.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,2.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,1.0
HumanMimic,burst_density,2.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,5.0
HumanMimic,burst_density,6.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,5.5
HumanMimic,burst_density,7.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,9.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,1.5
HumanMimic,burst_density,2.5
HumanMimic,burst_density,5.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,5.5
HumanMimic,burst_density,3.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,6.0
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,4.5
HumanMimic,burst_density,1.0
HumanMimic,burst_density,3.0
HumanMimic,burst_density,1.5
HumanMimic,burst_density,6.5
HumanMimic,burst_density,3.5
HumanMimic,burst_density,8.5
HumanMimic,burst_density,4.0
HumanMimic,burst_density,6.0
HumanMimic,burst_density,6.0
HumanMimic,correction_ratio,0.0909090909090909
HumanMimic,correction_ratio,0.0714285714285714
HumanMimic,correction_ratio,0.0833333333333333
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0588235294117647
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0833333333333333
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0769230769230769
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0909090909090909
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1
HumanMimic,correction_ratio,0.0769230769230769
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1111111111111111
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1111111111111111
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1666666666666666
HumanMimic,correction_ratio,0.0909090909090909
HumanMimic,correction_ratio,0.0666666666666666
HumanMimic,correction_ratio,0.1111111111111111
HumanMimic,correction_ratio,0.1666666666666666
HumanMimic,correction_ratio,0.0909090909090909
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0909090909090909
HumanMimic,correction_ratio,0.0833333333333333
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0909090909090909
HumanMimic,correction_ratio,0.2727272727272727
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1111111111111111
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0714285714285714
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1111111111111111
HumanMimic,correction_ratio,0.0909090909090909
HumanMimic,correction_ratio,0.2727272727272727
HumanMimic,correction_ratio,0.1111111111111111
HumanMimic,correction_ratio,0.0588235294117647
HumanMimic,correction_ratio,0.25
HumanMimic,correction_ratio,0.0714285714285714
HumanMimic,correction_ratio,0.1
HumanMimic,correction_ratio,0.0909090909090909
HumanMimic,correction_ratio,0.0833333333333333
HumanMimic,correction_ratio,0.1
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.125
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0588235294117647
HumanMimic,correction_ratio,0.125
HumanMimic,correction_ratio,0.0555555555555555
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0555555555555555
HumanMimic,correction_ratio,0.125
HumanMimic,correction_ratio,0.0909090909090909
HumanMimic,correction_ratio,0.0588235294117647
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0909090909090909
HumanMimic,correction_ratio,0.0909090909090909
HumanMimic,correction_ratio,0.1111111111111111
HumanMimic,correction_ratio,0.2727272727272727
HumanMimic,correction_ratio,0.0769230769230769
HumanMimic,correction_ratio,0.1
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1111111111111111
HumanMimic,correction_ratio,0.1111111111111111
HumanMimic,correction_ratio,0.125
HumanMimic,correction_ratio,0.0625
HumanMimic,correction_ratio,0.1
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1111111111111111
HumanMimic,correction_ratio,0.125
HumanMimic,correction_ratio,0.1
HumanMimic,correction_ratio,0.0833333333333333
HumanMimic,correction_ratio,0.1428571428571428
HumanMimic,correction_ratio,0.0909090909090909
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1
HumanMimic,correction_ratio,0.0714285714285714
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1111111111111111
HumanMimic,correction_ratio,0.1818181818181818
HumanMimic,correction_ratio,0.1111111111111111
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.125
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0909090909090909
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.1
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.25
HumanMimic,correction_ratio,0.0714285714285714
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0588235294117647
HumanMimic,correction_ratio,0.1666666666666666
HumanMimic,correction_ratio,0.125
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.125
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.25
HumanMimic,correction_ratio,0.0
HumanMimic,correction_ratio,0.2727272727272727
HumanMimic,correction_ratio,0.1666666666666666
HumanMimic,correction_ratio,0.25
HumanMimic,correction_ratio,0.1
HumanMimic,correction_ratio,0.2
HumanMimic,correction_ratio,0.0555555555555555
HumanMimic,correction_ratio,0.1666666666666666
