global_index,group,source_file,true_label,reconstruction_error,classifier_attack_probability,prototype_attack_probability,distance_to_normal_prototype,distance_to_attack_prototype,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31
152,normal,window_typing_10000.csv,0,0.680783748626709,7.352724651354947e-07,8.579546556575224e-05,1.2269995212554932,3.099691152572632,0.0,0.2811112701892853,0.29584118723869324,0.0,0.2881157696247101,0.0,0.0,0.0,0.0,0.0,0.0,0.2940952777862549,0.0,0.2813037037849426,0.0,0.0,0.214730903506279,0.0,0.24143175780773163,0.2952113151550293,0.2639056146144867,0.0,0.2984917461872101,0.0,0.0,0.0,0.25504788756370544,0.2834949791431427,0.0,0.0,0.298511803150177,0.0
153,normal,window_typing_10000.csv,0,0.6825781464576721,7.799891932336322e-07,8.99454316822812e-05,1.2271326780319214,3.090376377105713,0.0,0.28072115778923035,0.29636305570602417,0.0,0.28647667169570923,0.0,0.0,0.0,0.0,0.0,0.0,0.29206475615501404,0.0,0.27893099188804626,0.0,0.0,0.22837840020656586,0.0,0.2426881343126297,0.2949901521205902,0.2592306435108185,0.0,0.3009313941001892,0.0,0.0,0.0,0.2523263990879059,0.2847832143306732,0.0,0.0,0.2959522604942322,0.0
154,normal,window_typing_10000.csv,0,0.6832581162452698,8.263264135166537e-07,9.50476824073121e-05,1.2271531820297241,3.0793604850769043,0.0,0.28048890829086304,0.2999643385410309,0.0,0.2824881076812744,0.0,0.0,0.0,0.0,0.0,0.0,0.29129302501678467,0.0,0.2759106755256653,0.0,0.0,0.2396003007888794,0.0,0.24482007324695587,0.29309454560279846,0.2564960718154907,0.0,0.3020034730434418,0.0,0.0,0.0,0.2509108781814575,0.28626981377601624,0.0,0.0,0.29226154088974,0.0
155,normal,window_typing_10000.csv,0,0.6866451501846313,8.56430119711149e-07,9.987192606786266e-05,1.2294986248016357,3.071803092956543,0.0,0.28049367666244507,0.29905396699905396,0.0,0.27969488501548767,0.0,0.0,0.0,0.0,0.0,0.0,0.28910571336746216,0.0,0.2762409448623657,0.0,0.0,0.2504178285598755,0.0,0.2470739334821701,0.293163925409317,0.25368553400039673,0.0,0.3023841381072998,0.0,0.0,0.0,0.24796916544437408,0.28635692596435547,0.0,0.0,0.2911844253540039,0.0
156,normal,window_typing_10000.csv,0,0.6932516098022461,8.804137223705766e-07,0.00010584186384221539,1.231575608253479,3.062267303466797,0.0,0.28095880150794983,0.29957446455955505,0.0,0.2758353352546692,0.0,0.0,0.0,0.0,0.0,0.0,0.2873261570930481,0.0,0.2750888466835022,0.0,0.0,0.26070624589920044,0.0,0.25034451484680176,0.2929536998271942,0.2510943114757538,0.0,0.3021948039531708,0.0,0.0,0.0,0.24524927139282227,0.28708940744400024,0.0,0.0,0.2891406714916229,0.0
157,normal,window_typing_10000.csv,0,0.6977940201759338,9.138437349065498e-07,0.00011217664723517373,1.234963059425354,3.054027795791626,0.0,0.2812020778656006,0.29676344990730286,0.0,0.2725261449813843,0.0,0.0,0.0,0.0,0.0,0.0,0.2860499918460846,0.0,0.2745673656463623,0.0,0.0,0.27342426776885986,0.0,0.2499886155128479,0.2923753261566162,0.2513881027698517,0.0,0.30092766880989075,0.0,0.0,0.0,0.24546906352043152,0.2858511805534363,0.0,0.0,0.2879524528980255,0.0
158,normal,window_typing_10000.csv,0,0.7040561437606812,9.678863079898292e-07,0.00012191193673061207,1.2427117824554443,3.0451297760009766,0.0,0.27948063611984253,0.2877005934715271,0.0,0.26949137449264526,0.0,0.0,0.0,0.0,0.0,0.0037438306026160717,0.28290030360221863,0.0,0.2758743464946747,0.0,0.0,0.2924765348434448,0.0,0.24961571395397186,0.2937810719013214,0.2505698800086975,0.0,0.3005678355693817,0.0,0.0,0.0,0.2429686039686203,0.28294435143470764,0.0,0.0,0.2897668182849884,0.0
159,normal,window_typing_10000.csv,0,0.7097549438476562,1.031927126859955e-06,0.00013043094077147543,1.2435942888259888,3.032501697540283,0.0,0.2788211405277252,0.2918846607208252,0.0,0.2653741240501404,0.0,0.0,0.0,0.0,0.0,0.008458037860691547,0.28164157271385193,0.0,0.27120593190193176,0.0,0.0,0.3034929633140564,0.0,0.2499760538339615,0.2907320559024811,0.25146839022636414,0.0,0.29936841130256653,0.0,0.0,0.0,0.24502888321876526,0.284402996301651,0.0,0.0,0.28423479199409485,0.0
160,normal,window_typing_10000.csv,0,0.7079566717147827,1.0317164651496569e-06,0.00013229101023171097,1.2432975769042969,3.029372453689575,0.0,0.2793042063713074,0.29137954115867615,0.0,0.262671560049057,0.0,0.0,0.0,0.0,0.0,0.005333084147423506,0.2779772877693176,0.0,0.2725308835506439,0.0,0.0,0.3083699941635132,0.0,0.2508337199687958,0.2901131510734558,0.25339099764823914,0.0,0.2983627915382385,0.0,0.0,0.0,0.24428489804267883,0.2841521203517914,0.0,0.0,0.2840732932090759,0.0
161,normal,window_typing_10000.csv,0,0.7079358696937561,1.0851179013116052e-06,0.00013902201317250729,1.2463234663009644,3.0224714279174805,0.0,0.2797642946243286,0.2901219427585602,0.0,0.26052623987197876,0.0,0.0,0.0,0.0,0.0,0.008080958388745785,0.2779127061367035,0.0,0.27126196026802063,0.0,0.0,0.31749239563941956,0.0,0.24848729372024536,0.2896243929862976,0.2543838918209076,0.0,0.29700177907943726,0.0,0.0,0.0,0.24516452848911285,0.2833156883716583,0.0,0.0,0.28121039271354675,0.0
162,normal,window_typing_10000.csv,0,0.7070192098617554,1.0555415883573005e-06,0.00013780620065517724,1.2454034090042114,3.023308277130127,0.0,0.2815481424331665,0.29235029220581055,0.0,0.25778627395629883,0.0,0.0,0.0,0.0,0.0,0.004497533198446035,0.27848556637763977,0.0,0.2726566791534424,0.0,0.0,0.31428560614585876,0.0,0.248665452003479,0.2892550826072693,0.25535646080970764,0.0,0.2970844507217407,0.0,0.0,0.0,0.24585527181625366,0.2823047637939453,0.0,0.0,0.28108125925064087,0.0
163,normal,window_typing_10000.csv,0,0.7061448693275452,1.0833404076038278e-06,0.0001408266689395532,1.2479313611984253,3.0214993953704834,0.0,0.28137481212615967,0.28959134221076965,0.0,0.25681936740875244,0.0,0.0,0.0,0.0,0.0,0.005282580852508545,0.2780114710330963,0.0,0.2726694345474243,0.0,0.0,0.3191826343536377,0.0,0.2465488463640213,0.2907760441303253,0.25641727447509766,0.0,0.2955530881881714,0.0,0.0,0.0,0.24665436148643494,0.2814706861972809,0.0,0.0,0.2810016870498657,0.0
164,normal,window_typing_10000.csv,0,0.6991599798202515,1.076398234545195e-06,0.00014092246419750154,1.2464615106582642,3.0198934078216553,0.0,0.282188355922699,0.2935289740562439,0.0,0.25495290756225586,0.0,0.0,0.0,0.0,0.0,0.0025886432267725468,0.2771289646625519,0.0,0.2723393440246582,0.0,0.0,0.318541020154953,0.0,0.2469186633825302,0.2911996841430664,0.2568615674972534,0.0,0.29508310556411743,0.0,0.0,0.0,0.2461729198694229,0.28193429112434387,0.0,0.0,0.2790326178073883,0.0
165,normal,window_typing_10000.csv,0,0.6959279179573059,1.0939675121335313e-06,0.0001471347495680675,1.2503221035003662,3.015125036239624,0.0,0.2837347090244293,0.28502634167671204,0.0,0.2525187134742737,0.0,0.0,0.0,0.0,0.0,0.004983287770301104,0.27522432804107666,0.0,0.2749563157558441,0.0,0.0,0.3266685903072357,0.0,0.24610930681228638,0.2910783290863037,0.25845709443092346,0.0,0.29476913809776306,0.0,0.0,0.0,0.24137701094150543,0.2776125967502594,0.0,0.0,0.2865053415298462,0.0
166,normal,window_typing_10000.csv,0,0.7025793194770813,1.0661451597115956e-06,0.00013842927000951022,1.2474706172943115,3.024473190307617,0.0,0.28360071778297424,0.2847859263420105,0.0,0.25764206051826477,0.0,0.0,0.0,0.0,0.0,0.003409256925806403,0.27495288848876953,0.0,0.27378615736961365,0.0,0.0,0.3183644413948059,0.0,0.24414296448230743,0.29422852396965027,0.2622748017311096,0.0,0.2921067774295807,0.0,0.0,0.0,0.24563919007778168,0.2797999382019043,0.0,0.0,0.2850356101989746,0.0
167,normal,window_typing_10000.csv,0,0.705845832824707,1.1052068202843657e-06,0.00013884861255064607,1.2464224100112915,3.022819995880127,0.0,0.2826254367828369,0.28919246792793274,0.0,0.2569652199745178,0.0,0.0,0.0,0.0,0.0,0.005424089729785919,0.2780510485172272,0.0,0.2727143168449402,0.0,0.0,0.31551000475883484,0.0,0.24550437927246094,0.2896731197834015,0.2631020247936249,0.0,0.29309728741645813,0.0,0.0,0.0,0.24668791890144348,0.27941104769706726,0.0,0.0,0.28453612327575684,0.0
168,normal,window_typing_10000.csv,0,0.700412929058075,1.056601149684866e-06,0.00012998940655961633,1.2432917356491089,3.032877206802368,0.0,0.28379538655281067,0.2884970009326935,0.0,0.2621801197528839,0.0,0.0,0.0,0.0,0.0,0.003257086733356118,0.2757377326488495,0.0,0.27497634291648865,0.0,0.0,0.3055652678012848,0.0,0.24362815916538239,0.2922504246234894,0.26390501856803894,0.0,0.2910657525062561,0.0,0.0,0.0,0.24967370927333832,0.2788848280906677,0.0,0.0,0.28848445415496826,0.0
169,normal,window_typing_10000.csv,0,0.6998119354248047,1.0017723752753227e-06,0.00011959014227613807,1.2384657859802246,3.0447299480438232,0.0,0.28386589884757996,0.29332658648490906,0.0,0.26509255170822144,0.0,0.0,0.0,0.0,0.0,0.0,0.2772078216075897,0.0,0.27613669633865356,0.0,0.0,0.2896157503128052,0.0,0.24439266324043274,0.2930721342563629,0.2669239342212677,0.0,0.2910773754119873,0.0,0.0,0.0,0.25182145833969116,0.28178730607032776,0.0,0.0,0.28586891293525696,0.0
170,normal,window_typing_10000.csv,0,0.7003107070922852,9.712910014059162e-07,0.00011384153185645118,1.2367099523544312,3.052827835083008,0.0,0.2852402925491333,0.2959173321723938,0.0,0.26804834604263306,0.0,0.0,0.0,0.0,0.0,0.0,0.27951499819755554,0.0,0.2774965763092041,0.0,0.0,0.2772667109966278,0.0,0.24386702477931976,0.2941334545612335,0.2674432098865509,0.0,0.2909137010574341,0.0,0.0,0.0,0.2528974115848541,0.2816397547721863,0.0,0.0,0.2859911620616913,0.0
171,normal,window_typing_10000.csv,0,0.6816943883895874,9.255262511942419e-07,0.00010638716048561037,1.2351861000061035,3.064849853515625,0.0,0.285733163356781,0.2947884798049927,0.0,0.27235910296440125,0.0,0.0,0.0,0.0,0.0,0.0,0.2809602618217468,0.0,0.28094008564949036,0.0,0.0,0.2623216509819031,0.0,0.24403798580169678,0.2946341335773468,0.2679154872894287,0.0,0.29132193326950073,0.0,0.0,0.0,0.2540329694747925,0.2804805040359497,0.0,0.0,0.290490984916687,0.0
172,normal,window_typing_10000.csv,0,0.6789297461509705,8.854246402734134e-07,0.00010036023741122335,1.2328556776046753,3.0741844177246094,0.0,0.286496102809906,0.2939474880695343,0.0,0.276763379573822,0.0,0.0,0.0,0.0,0.0,0.0,0.28229302167892456,0.0,0.28235986828804016,0.0,0.0,0.2485445737838745,0.0,0.24485641717910767,0.2955770492553711,0.26705750823020935,0.0,0.2915477454662323,0.0,0.0,0.0,0.25338539481163025,0.2806812524795532,0.0,0.0,0.2951265275478363,0.0
173,normal,window_typing_10000.csv,0,0.6724491715431213,8.466460599265702e-07,9.393856453243643e-05,1.23008394241333,3.084639072418213,0.0,0.28723523020744324,0.2975619435310364,0.0,0.28140658140182495,0.0,0.0,0.0,0.0,0.0,0.0,0.2851768136024475,0.0,0.28189271688461304,0.0,0.0,0.23164187371730804,0.0,0.24486368894577026,0.2964627742767334,0.2675172686576843,0.0,0.2913588583469391,0.0,0.0,0.0,0.2564924657344818,0.2827320992946625,0.0,0.0,0.2920379638671875,0.0
174,normal,window_typing_10000.csv,0,0.6644670367240906,8.151237125275657e-07,8.987942419480532e-05,1.2275789976119995,3.0909693241119385,0.0,0.28847062587738037,0.30016571283340454,0.0,0.28424134850502014,0.0,0.0,0.0,0.0,0.0,0.0,0.287455290555954,0.0,0.28279659152030945,0.0,0.0,0.21898284554481506,0.0,0.24548448622226715,0.29471471905708313,0.26706773042678833,0.0,0.2919813096523285,0.0,0.0,0.0,0.257260799407959,0.2833225429058075,0.0,0.0,0.2918592095375061,0.0
175,normal,window_typing_10000.csv,0,0.647916316986084,8.000235993677052e-07,8.588320633862168e-05,1.2284537553787231,3.1009409427642822,0.0,0.2869134843349457,0.29694733023643494,0.0,0.28871357440948486,0.0,0.0,0.0,0.0,0.0,0.0,0.28970134258270264,0.0,0.28639212250709534,0.0,0.0,0.2089606374502182,0.0,0.24579697847366333,0.29463523626327515,0.26335424184799194,0.0,0.2942945659160614,0.0,0.0,0.0,0.2573413550853729,0.2822490334510803,0.0,0.0,0.29572904109954834,0.0
176,normal,window_typing_10000.csv,0,0.6322857737541199,7.757060416224704e-07,8.279181929538026e-05,1.2272650003433228,3.1070847511291504,0.0,0.287010133266449,0.2979990541934967,0.0,0.29131019115448,0.0,0.0,0.0,0.0,0.0,0.0,0.29080450534820557,0.0,0.2866537570953369,0.0,0.0,0.1977398544549942,0.0,0.24814985692501068,0.29438209533691406,0.2616617977619171,0.0,0.2953026592731476,0.0,0.0,0.0,0.25816506147384644,0.28322726488113403,0.0,0.0,0.2955414354801178,0.0
177,normal,window_typing_10000.csv,0,0.6196380257606506,7.617152846250974e-07,8.001037349458784e-05,1.2272350788116455,3.1138899326324463,0.0,0.286031037569046,0.2973810136318207,0.0,0.2943823039531708,0.0,0.0,0.0,0.0,0.0,0.0,0.29240477085113525,0.0,0.28832682967185974,0.0,0.0,0.18701747059822083,0.0,0.2509768009185791,0.2928066551685333,0.25944972038269043,0.0,0.2966684401035309,0.0,0.0,0.0,0.2586882412433624,0.2831297516822815,0.0,0.0,0.2972337305545807,0.0
178,normal,window_typing_10000.csv,0,0.6081411838531494,7.639654313607025e-07,7.860239566070959e-05,1.226306676864624,3.1165127754211426,0.0,0.28509077429771423,0.3003586232662201,0.0,0.2957996129989624,0.0,0.0,0.0,0.0,0.0,0.0,0.29365235567092896,0.0,0.2885671555995941,0.0,0.0,0.1800716370344162,0.0,0.25431448221206665,0.28974977135658264,0.257793128490448,0.0,0.29753103852272034,0.0,0.0,0.0,0.2601734399795532,0.285016804933548,0.0,0.0,0.29418447613716125,0.0
179,normal,window_typing_10000.csv,0,0.5982134342193604,7.276861992977501e-07,7.713610102655366e-05,1.2260730266571045,3.1200454235076904,0.0,0.28821152448654175,0.30146709084510803,0.0,0.29784882068634033,0.0,0.0,0.0,0.0,0.0,0.0,0.2928420901298523,0.0,0.2891973853111267,0.0,0.0,0.16762889921665192,0.0,0.25764980912208557,0.2909586727619171,0.2550241947174072,0.0,0.29682260751724243,0.0,0.0,0.0,0.2595297396183014,0.2834067940711975,0.0,0.0,0.29663169384002686,0.0
180,normal,window_typing_10000.csv,0,0.5855937600135803,7.482743171749462e-07,7.751082739559934e-05,1.2284337282180786,3.121436595916748,0.0,0.2870951294898987,0.2999601662158966,0.0,0.29997605085372925,0.0,0.0,0.0,0.0,0.0,0.0,0.2950870990753174,0.0,0.29123881459236145,0.0,0.0,0.16484476625919342,0.0,0.2606950104236603,0.28793755173683167,0.24995164573192596,0.0,0.2984679043292999,0.0,0.0,0.0,0.25949597358703613,0.2811897397041321,0.0,0.0,0.2995159924030304,0.0
181,normal,window_typing_10000.csv,0,0.5731067061424255,7.451480996678583e-07,7.576085772598162e-05,1.2295557260513306,3.1271262168884277,0.0,0.28508758544921875,0.2977338433265686,0.0,0.30207112431526184,0.0,0.0,0.0,0.0,0.0,0.0,0.29398372769355774,0.0,0.29359859228134155,0.0,0.0,0.15622884035110474,0.0,0.26748794317245483,0.28608614206314087,0.24599215388298035,0.0,0.30028313398361206,0.0,0.0,0.0,0.25984427332878113,0.28219255805015564,0.0,0.0,0.300947904586792,0.0
182,normal,window_typing_10000.csv,0,0.563423752784729,7.67521839861729e-07,7.697055116295815e-05,1.229938268661499,3.124340534210205,0.0,0.2837240695953369,0.2998339533805847,0.0,0.30228644609451294,0.0,0.0,0.0,0.0,0.0,0.0,0.29464030265808105,0.0,0.29281967878341675,0.0,0.0,0.15561571717262268,0.0,0.2738141715526581,0.2829095423221588,0.24212414026260376,0.0,0.30094459652900696,0.0,0.0,0.0,0.2588052749633789,0.28450194001197815,0.0,0.0,0.2988733947277069,0.0
183,normal,window_typing_10000.csv,0,0.5559409856796265,7.714750154264038e-07,7.767693750793114e-05,1.2324587106704712,3.1250336170196533,0.0,0.2833110988140106,0.2977743446826935,0.0,0.30396273732185364,0.0,0.0,0.0,0.0,0.0,0.0,0.2935708165168762,0.0,0.2948536276817322,0.0,0.0,0.1513485610485077,0.0,0.2807607650756836,0.2812387943267822,0.23698902130126953,0.0,0.301443487405777,0.0,0.0,0.0,0.25726404786109924,0.2831103801727295,0.0,0.0,0.30224665999412537,0.0
184,normal,window_typing_10000.csv,0,0.5441331267356873,7.823479108992615e-07,7.939209172036499e-05,1.2331410646438599,3.121347665786743,0.0,0.28374218940734863,0.29925623536109924,0.0,0.30477848649024963,0.0,0.0,0.0,0.0,0.0,0.0,0.29302075505256653,0.0,0.2933887541294098,0.0,0.0,0.1505725085735321,0.0,0.28691163659095764,0.2798389792442322,0.2331942468881607,0.0,0.3003006875514984,0.0,0.0,0.0,0.25632381439208984,0.28478163480758667,0.0,0.0,0.3007412552833557,0.0
185,normal,window_typing_10000.csv,0,0.5442177057266235,8.17169961919717e-07,8.388396963709965e-05,1.235877275466919,3.1130757331848145,0.0,0.28436392545700073,0.3017169237136841,0.0,0.3028382360935211,0.0,0.0,0.0,0.0,0.0,0.0,0.2932652235031128,0.0,0.29315149784088135,0.0,0.0,0.15632690489292145,0.0,0.2924697697162628,0.27703917026519775,0.22951151430606842,0.0,0.2991204559803009,0.0,0.0,0.0,0.2553941309452057,0.2836817502975464,0.0,0.0,0.29978859424591064,0.0
186,normal,window_typing_10000.csv,0,0.5404736399650574,8.523707037966233e-07,8.711917325854301e-05,1.2405425310134888,3.1101717948913574,0.0,0.2832077145576477,0.29911643266677856,0.0,0.30178019404411316,0.0,0.0,0.0,0.0,0.0,0.0,0.2919962704181671,0.0,0.2951904833316803,0.0,0.0,0.1598602831363678,0.0,0.3001342713832855,0.276457279920578,0.22425241768360138,0.0,0.29913491010665894,0.0,0.0,0.0,0.2537216246128082,0.28362780809402466,0.0,0.0,0.3003288507461548,0.0
187,normal,window_typing_10000.csv,0,0.542544424533844,8.980694587990001e-07,9.060787124326453e-05,1.2435365915298462,3.1053123474121094,0.0,0.2808597981929779,0.2981863021850586,0.0,0.3010953962802887,0.0,0.0,0.0,0.0,0.0,0.0014778213808313012,0.2904646098613739,0.0,0.2957500219345093,0.0,0.0,0.16468311846256256,0.0,0.30717191100120544,0.27308109402656555,0.22228676080703735,0.0,0.2974240481853485,0.0,0.0,0.0,0.2537669241428375,0.284383624792099,0.0,0.0,0.30085161328315735,0.0
188,normal,window_typing_10000.csv,0,0.5496342182159424,9.361423281006864e-07,9.786041482584551e-05,1.2481340169906616,3.094508171081543,0.0,0.2831231355667114,0.2990940511226654,0.0,0.29988110065460205,0.0,0.0,0.0,0.0,0.0,0.005750291980803013,0.2898212671279907,0.0,0.2932954430580139,0.0,0.0,0.17444083094596863,0.0,0.31203052401542664,0.27379748225212097,0.21796415746212006,0.0,0.29514947533607483,0.0,0.0,0.0,0.2530105710029602,0.28425467014312744,0.0,0.0,0.29700058698654175,0.0
189,normal,window_typing_10000.csv,0,0.5514916777610779,9.669619203123148e-07,0.00010463364014867693,1.2487821578979492,3.081770420074463,0.0,0.2842971980571747,0.3023010790348053,0.0,0.294659823179245,0.0,0.0,0.0,0.0,0.0,0.006206728518009186,0.2872512936592102,0.0,0.29092687368392944,0.0,0.0,0.18056008219718933,0.0,0.3202262818813324,0.27145910263061523,0.2167213410139084,0.0,0.2919970154762268,0.0,0.0,0.0,0.24923188984394073,0.28572991490364075,0.0,0.0,0.29824328422546387,0.0
190,normal,window_typing_10000.csv,0,0.5512982606887817,1.0240333949695923e-06,0.00011223484762012959,1.2539973258972168,3.072958469390869,0.0,0.28566697239875793,0.30038270354270935,0.0,0.29460999369621277,0.0,0.0,0.0,0.0,0.0,0.011523191817104816,0.28463950753211975,0.0,0.290489137172699,0.0,0.0,0.1910424828529358,0.0,0.3247060477733612,0.27156299352645874,0.21321749687194824,0.0,0.2889673411846161,0.0,0.0,0.0,0.24941302835941315,0.2855980396270752,0.0,0.0,0.2956661581993103,0.0
191,normal,window_typing_10000.csv,0,0.41702261567115784,1.1101283234893344e-06,0.00012800477270502597,1.2609834671020508,3.0536465644836426,0.0,0.2871314585208893,0.3008352518081665,0.0,0.2881803810596466,0.0,0.0,0.0,0.0,0.0,0.020010823383927345,0.2824224829673767,0.0,0.28883096575737,0.0,0.0,0.20874015986919403,0.0,0.33247777819633484,0.2692752182483673,0.21093598008155823,0.0,0.2859255373477936,0.0,0.0,0.0,0.24538442492485046,0.2854149639606476,0.0,0.0,0.29304245114326477,0.0
192,normal,window_typing_10000.csv,0,0.3889428973197937,1.1807970849986305e-06,0.00014178981655277312,1.2692182064056396,3.0414228439331055,0.0,0.2876346707344055,0.29785406589508057,0.0,0.2842389941215515,0.0,0.0,0.0,0.0,0.0,0.025578461587429047,0.2790725827217102,0.0,0.28912994265556335,0.0,0.0,0.219808429479599,0.0,0.3420664072036743,0.2696940302848816,0.20567600429058075,0.0,0.28366416692733765,0.0,0.0,0.0,0.24146829545497894,0.2852032780647278,0.0,0.0,0.29180413484573364,0.0
193,normal,window_typing_10000.csv,0,0.3692761957645416,1.2587369155880879e-06,0.0001572881592437625,1.2747474908828735,3.0262022018432617,0.0,0.28832611441612244,0.2982623875141144,0.0,0.2806869149208069,0.0,0.0,0.0,0.0,0.0,0.03092925250530243,0.27735546231269836,0.0,0.2859511375427246,0.0,0.0,0.23131488263607025,0.0,0.3492952883243561,0.2687850892543793,0.20347169041633606,0.0,0.2795397937297821,0.0,0.0,0.0,0.2379993200302124,0.28617385029792786,0.0,0.0,0.28918883204460144,0.0
194,normal,window_typing_10000.csv,0,0.3532225787639618,1.3415241255643195e-06,0.00017636064148973674,1.2813585996627808,3.0099194049835205,0.0,0.2892955541610718,0.2984876334667206,0.0,0.276110976934433,0.0,0.0,0.0,0.0,0.0,0.036189768463373184,0.2750019431114197,0.0,0.28304046392440796,0.0,0.0,0.24367062747478485,0.0,0.3569609224796295,0.26850101351737976,0.2021765261888504,0.0,0.27463075518608093,0.0,0.0,0.0,0.23399260640144348,0.28672462701797485,0.0,0.0,0.2859688103199005,0.0
195,normal,window_typing_10000.csv,0,0.31805235147476196,1.3460762602335308e-06,0.00018422107677906752,1.2841747999191284,3.0040125846862793,0.0,0.2901427745819092,0.298067182302475,0.0,0.2740684151649475,0.0,0.0,0.0,0.0,0.0,0.03678157180547714,0.2726888358592987,0.0,0.28320884704589844,0.0,0.0,0.2462838590145111,0.0,0.36125990748405457,0.26817259192466736,0.20526988804340363,0.0,0.2688293755054474,0.0,0.0,0.0,0.23234082758426666,0.28608018159866333,0.0,0.0,0.2874545454978943,0.0
196,normal,window_typing_10000.csv,0,0.30862778425216675,1.4027633596924716e-06,0.00019587053975556046,1.2891812324523926,2.996753215789795,0.0,0.2908746898174286,0.29614901542663574,0.0,0.2745067775249481,0.0,0.0,0.0,0.0,0.0,0.03949712589383125,0.2717299461364746,0.0,0.2807234525680542,0.0,0.0,0.25300005078315735,0.0,0.36458051204681396,0.26921072602272034,0.20693454146385193,0.0,0.26284706592559814,0.0,0.0,0.0,0.23264887928962708,0.28604236245155334,0.0,0.0,0.2843804955482483,0.0
197,normal,window_typing_10000.csv,0,0.29760584235191345,1.361987528980535e-06,0.00019724408048205078,1.2896219491958618,2.9957962036132812,0.0,0.29181599617004395,0.2965010106563568,0.0,0.2737458348274231,0.0,0.0,0.0,0.0,0.0,0.037562295794487,0.27009710669517517,0.0,0.2806384861469269,0.0,0.0,0.25023457407951355,0.0,0.3665829002857208,0.2695893943309784,0.2107771337032318,0.0,0.2580336630344391,0.0,0.0,0.0,0.23351071774959564,0.284111350774765,0.0,0.0,0.2879910469055176,0.0
198,normal,window_typing_10000.csv,0,0.28432780504226685,1.4179943264025496e-06,0.00020441724336706102,1.295233130455017,2.9942617416381836,0.0,0.2905256152153015,0.29120656847953796,0.0,0.27507224678993225,0.0,0.0,0.0,0.0,0.0,0.03991400822997093,0.2693948447704315,0.0,0.2808903753757477,0.0,0.0,0.25463300943374634,0.0,0.36944013833999634,0.2686668038368225,0.21625740826129913,0.0,0.25130608677864075,0.0,0.0,0.0,0.23695161938667297,0.2837996780872345,0.0,0.0,0.28626319766044617,0.0
199,normal,window_typing_10000.csv,0,0.26037633419036865,1.4514480426441878e-06,0.00021579995518550277,1.3009120225906372,2.989100456237793,0.0,0.2895716428756714,0.2896800637245178,0.0,0.27451857924461365,0.0,0.0,0.0,0.0,0.0,0.04278130829334259,0.27017322182655334,0.0,0.2785393297672272,0.0,0.0,0.25913238525390625,0.0,0.37135088443756104,0.2694316804409027,0.22073577344417572,0.0,0.24412932991981506,0.0,0.0,0.0,0.23975521326065063,0.2831239402294159,0.0,0.0,0.2843513488769531,0.0
200,normal,window_typing_10000.csv,0,0.25504323840141296,1.4153529264149256e-06,0.00020980185945518315,1.299773097038269,2.993600368499756,0.0,0.28676649928092957,0.2916453182697296,0.0,0.27463650703430176,0.0,0.0,0.0,0.0,0.0,0.03684656322002411,0.26922252774238586,0.0,0.27816393971443176,0.0,0.0,0.2529807984828949,0.0,0.3738631010055542,0.268794447183609,0.2290961742401123,0.0,0.2374190092086792,0.0,0.0,0.0,0.24444766342639923,0.2851881682872772,0.0,0.0,0.28303012251853943,0.0
201,normal,window_typing_10000.csv,0,0.2477976381778717,1.429903818461753e-06,0.00021334353368729353,1.2997663021087646,2.9902451038360596,0.0,0.2868868410587311,0.29239171743392944,0.0,0.2745246887207031,0.0,0.0,0.0,0.0,0.0,0.035655777901411057,0.2684328258037567,0.0,0.2755211591720581,0.0,0.0,0.25513818860054016,0.0,0.3740963339805603,0.2691270411014557,0.23541074991226196,0.0,0.23072122037410736,0.0,0.0,0.0,0.24568158388137817,0.2874792814254761,0.0,0.0,0.28012964129447937,0.0
202,normal,window_typing_10000.csv,0,0.24276863038539886,1.3752616041529109e-06,0.00020911844330839813,1.300330400466919,2.9948105812072754,0.0,0.2879519760608673,0.2914516031742096,0.0,0.2759438753128052,0.0,0.0,0.0,0.0,0.0,0.030599303543567657,0.2673424780368805,0.0,0.2754323184490204,0.0,0.0,0.2496587485074997,0.0,0.37325403094291687,0.27106112241744995,0.24350237846374512,0.0,0.22378817200660706,0.0,0.0,0.0,0.25117412209510803,0.2847708761692047,0.0,0.0,0.28114694356918335,0.0
203,normal,window_typing_10000.csv,0,0.2461497187614441,1.3150662425687187e-06,0.00020196357218082994,1.3019205331802368,3.0033648014068604,0.0,0.28788065910339355,0.28728407621383667,0.0,0.27802231907844543,0.0,0.0,0.0,0.0,0.0,0.026623671874403954,0.2684013247489929,0.0,0.27664852142333984,0.0,0.0,0.24194581806659698,0.0,0.3710096776485443,0.27273043990135193,0.2525373101234436,0.0,0.21698030829429626,0.0,0.0,0.0,0.2575186789035797,0.2822997570037842,0.0,0.0,0.28386834263801575,0.0
